Temperature,Pressure,Vibration,Level
91.86160436609146,111.45058143502786,2.1187966307466954,96.18358695887957
79.78239309280622,153.851802369526,7.761351893898466,90.05792798723212
98.54114696986046,171.38587235422273,0.5819246733453343,56.53739336870582
86.57471573699054,173.28643176705756,5.287908413113027,55.72103473541304
87.7596590169641,190.69408239448086,3.279153126587432,87.35734835612075
99.86186434238738,169.0771386894919,7.608164964979913,78.94848410064118
92.95900573436037,172.03901652256022,8.644486798902415,66.56565506205627
75.64046815572614,173.85525811771342,0.967373713468096,97.70506179348219
73.51679625564209,145.37964247824974,8.912589420118595,52.014024662035965
73.1559768449727,174.43503761743887,5.3460072533015595,80.65111626354813
65.64423149308334,115.78066048017351,7.4754049794999755,76.66356965733628
87.5387985653051,166.56437358862624,3.9970285685022287,53.93969888714793
65.21912812163048,159.06966619136574,5.477987399224232,98.06235513412626
89.57197096452877,110.5840946746567,7.1732094319033335,51.47500204513574
74.19800900379299,188.616667153822,6.232763704634917,73.20249573768102
60.97182055204325,197.4361790282774,7.541862918209084,98.22649775855967
99.33638673331627,188.4702823394551,7.3856389473901265,62.63278022086173
70.40240401629214,128.6967569838539,8.429466777175225,59.55310876599173
69.4157924199408,189.5628005831644,8.263294482492983,68.58542739235952
94.77000578443416,175.84090386289515,9.11145093716633,91.41397831918223
89.10375494146479,157.23233346069514,2.834764265358891,98.06050664703953
80.12403477235594,105.00762350831988,1.887869342530989,50.43356638359339
93.01538956061627,134.4553142096926,9.488467955778809,89.67499889726635
68.86358925781424,158.37963544879685,3.995929052123406,62.41058812123418
94.08445552348635,166.8066869254282,7.578023442262888,86.18899227615596
88.35778581999432,105.56493109642699,7.601282473465184,96.0225214414118
98.56044152426797,181.33011054698605,0.5739998974704563,97.99552473380903
90.08698083362847,132.52198714945487,5.482331442215019,92.88070458634616
93.35408337545316,114.57404510951191,5.267595854705864,90.59983060970998
69.06475062498028,160.51095340157954,3.685239176296393,53.34590023038609
92.55658913243292,117.17254527806585,9.033250283072553,96.94103473227062
92.59310278457536,104.54817758334252,2.093671184947964,52.85513188797552
77.9656141116844,165.65302926842082,2.653055040061693,75.19563241890653
99.85546530936293,177.61992376109,0.5225766380320773,64.77856225538403
90.69998934459555,181.80743557272928,8.136764430392033,96.10254976855907
60.49484445678943,155.35262173061085,3.8775405962696166,75.6408855229196
97.70683491737287,196.48476756138956,0.5607744845890028,59.64313075443199
91.69475255688167,197.71641893628262,0.40707420753678836,77.47859941586522
61.77175980876302,110.2010009672685,0.6365039868166267,75.47070371138928
91.35472107475074,161.8646940683104,1.3165123156477865,51.23677456202762
65.35269237597515,164.7925291592601,5.7444893028643325,67.65541398230746
63.307541691163934,125.33741950940814,7.773282561392482,84.22307843139484
64.65131244820772,133.48925172094752,9.289631856518682,53.23715498765992
97.38031578629356,180.919926966096,3.3797872875356494,56.857098404498984
79.66422982490775,108.9114899850527,6.245088506774994,84.35411339601416
66.28824222287551,167.85815225852895,1.9458156996150189,60.98421203903345
72.70739673644135,174.95499778207449,9.095614104223406,88.9260483357118
96.02972407035196,140.7857601282613,4.687194615076687,95.2530155918369
94.27637718756534,186.2307548642299,3.34577685873926,87.02165450384622
69.43309038426982,102.48634373323672,3.057727939278502,95.01729805745536
63.34684523871681,135.8918124931925,1.9065119027153443,52.908808560223946
69.18084327376552,138.06872712902856,6.807601558530257,97.59731491037694
97.9531874076318,105.83493318992447,6.805973985399108,99.53937579123581
74.01117670522642,137.51195680910854,7.380567768603439,64.02233730293726
67.58822876188867,165.42521764647447,9.885334649178654,75.97137260068247
78.55098027991491,104.93436267786649,0.47185208344251217,54.66304776123462
74.15317747860013,165.21953809943878,6.635589004030685,75.50031917018065
83.25815771399778,181.30399080355235,7.148884467737272,61.77823387265451
71.30645946072512,198.00017222370266,0.8205322984177998,56.31633157296038
83.04678108574292,173.26389475784214,1.5597118388709363,93.746247625541
84.08312315298369,135.1376220991353,4.16382786626718,58.02345907819021
